Timestamp,Arbitration_ID,DLC,Data
1788182053.6270556,0x120,4,0b 22 63 00
1788182053.728955,0x120,4,0b 54 64 00
1788182053.829788,0x120,4,0b 86 65 00
1788182053.9313154,0x120,4,0b b8 66 00
1788182054.032056,0x120,4,0b ea 67 00
1788182054.132992,0x120,4,0c 1c 68 00
1788182054.2350838,0x120,4,0c 4e 69 00
1788182054.3373857,0x120,4,0c 80 6a 00
1788182054.4384139,0x120,4,0c b2 6b 00
1788182054.538703,0x120,4,0c e4 6c 00
1788182054.6401598,0x120,4,0d 16 6d 00
1788182054.7420382,0x120,4,0d 48 6e 00
1788182054.8431056,0x120,4,0d 7a 6f 00
1788182054.9451263,0x120,4,0d ac 70 00
1788182055.0453174,0x120,4,0d de 71 00
1788182055.1455255,0x120,4,0e 10 72 00
1788182055.2461164,0x120,4,0e 42 73 00
1788182055.3464296,0x120,4,0e 74 74 00
1788182055.4465866,0x120,4,0e a6 75 00
1788182055.5468848,0x120,4,0e d8 76 00
1788182055.6472511,0x120,4,0f 0a 77 00
1788182055.7476127,0x120,4,0f 3c 78 00
1788182055.8481412,0x120,4,0f 6e 00 00
1788182055.9484682,0x120,4,0f a0 01 00
1788182056.048695,0x120,4,0f d2 02 00
1788182056.1492476,0x120,4,10 04 03 00
1788182056.2502491,0x120,4,10 36 04 00
1788182056.3504765,0x120,4,10 68 05 00
1788182056.4507265,0x120,4,10 9a 06 00
1788182056.5509052,0x120,4,10 cc 07 00
1788182056.6511433,0x120,4,10 fe 08 00
1788182056.7535465,0x120,4,11 30 09 00
1788182056.8539283,0x120,4,11 62 0a 00
1788182056.954354,0x120,4,11 94 0b 00
1788182057.054951,0x120,4,03 20 0c 00
1788182057.1553023,0x120,4,03 52 0d 00
1788182057.2554762,0x120,4,03 84 0e 00
1788182057.355873,0x120,4,03 b6 0f 00
1788182057.4569259,0x120,4,03 e8 10 00
1788182057.5571582,0x120,4,04 1a 11 00
1788182057.657885,0x120,4,04 4c 12 00
1788182057.7583578,0x120,4,04 7e 13 00
1788182057.858973,0x120,4,04 b0 14 00
1788182057.9596033,0x120,4,04 e2 15 00
1788182058.0599809,0x120,4,05 14 16 00
1788182058.161719,0x120,4,05 46 17 00
1788182058.2626555,0x120,4,05 78 18 00
1788182058.3629236,0x120,4,05 aa 19 00
1788182058.4636111,0x120,4,05 dc 1a 00
1788182058.564626,0x120,4,06 0e 1b 00
1788182058.6721199,0x120,4,06 40 1c 00
1788182058.772414,0x120,4,06 72 1d 00
1788182058.873354,0x120,4,06 a4 1e 00
1788182058.973514,0x120,4,06 d6 1f 00
1788182059.0740247,0x120,4,07 08 20 00
1788182059.1746683,0x120,4,07 3a 21 00
1788182059.2750578,0x120,4,07 6c 22 00
1788182059.375506,0x120,4,07 9e 23 00
1788182059.4758613,0x120,4,07 d0 24 00
1788182059.576268,0x120,4,08 02 25 00
1788182059.676607,0x120,4,08 34 26 00
1788182059.7774074,0x120,4,08 66 27 00
1788182059.8794718,0x120,4,08 98 28 00
1788182059.9799044,0x120,4,08 ca 29 00
1788182060.080128,0x120,4,08 fc 2a 00
1788182060.1804435,0x120,4,09 2e 2b 00
1788182060.2810082,0x120,4,09 60 2c 00
1788182060.3822582,0x120,4,09 92 2d 00
1788182060.4840114,0x120,4,09 c4 2e 00
1788182060.5847316,0x120,4,09 f6 2f 00
1788182060.6849344,0x120,4,0a 28 30 00
1788182060.7879953,0x120,4,0a 5a 31 00
1788182060.8884268,0x120,4,0a 8c 32 00
1788182060.9923344,0x120,4,0a be 33 00
1788182061.0925279,0x120,4,0a f0 34 00
1788182061.193075,0x120,4,0b 22 35 00
1788182061.2966256,0x120,4,0b 54 36 00
1788182061.3968744,0x120,4,0b 86 37 00
1788182061.497549,0x120,4,0b b8 38 00
1788182061.5981405,0x120,4,0b ea 39 00
1788182061.6987946,0x120,4,0c 1c 3a 00
1788182061.7992191,0x120,4,0c 4e 3b 00
1788182061.900185,0x120,4,0c 80 3c 00
1788182062.0006502,0x120,4,0c b2 3d 00
1788182062.101271,0x120,4,0c e4 3e 00
1788182062.2019513,0x120,4,0d 16 3f 00
1788182062.3027756,0x120,4,0d 48 40 00
1788182062.3190496,0x0,8,00 00 00 00 00 00 00 00
1788182062.3245268,0x0,8,00 00 00 00 00 00 00 00
1788182062.3302937,0x0,8,00 00 00 00 00 00 00 00
1788182062.3358836,0x0,8,00 00 00 00 00 00 00 00
1788182062.3421955,0x0,8,00 00 00 00 00 00 00 00
1788182062.348856,0x0,8,00 00 00 00 00 00 00 00
1788182062.3561504,0x0,8,00 00 00 00 00 00 00 00
1788182062.363526,0x0,8,00 00 00 00 00 00 00 00
1788182062.3702643,0x0,8,00 00 00 00 00 00 00 00
1788182062.3760443,0x0,8,00 00 00 00 00 00 00 00
1788182062.381851,0x0,8,00 00 00 00 00 00 00 00
1788182062.3872685,0x0,8,00 00 00 00 00 00 00 00
1788182062.3925602,0x0,8,00 00 00 00 00 00 00 00
1788182062.3980684,0x0,8,00 00 00 00 00 00 00 00
1788182062.403183,0x120,4,0d 7a 41 00
1788182062.40346,0x0,8,00 00 00 00 00 00 00 00
1788182062.4093065,0x0,8,00 00 00 00 00 00 00 00
1788182062.4147885,0x0,8,00 00 00 00 00 00 00 00
1788182062.4202635,0x0,8,00 00 00 00 00 00 00 00
1788182062.4259787,0x0,8,00 00 00 00 00 00 00 00
1788182062.432085,0x0,8,00 00 00 00 00 00 00 00
1788182062.4399014,0x0,8,00 00 00 00 00 00 00 00
1788182062.445739,0x0,8,00 00 00 00 00 00 00 00
1788182062.4512687,0x0,8,00 00 00 00 00 00 00 00
1788182062.4567463,0x0,8,00 00 00 00 00 00 00 00
1788182062.4621696,0x0,8,00 00 00 00 00 00 00 00
1788182062.4677322,0x0,8,00 00 00 00 00 00 00 00
1788182062.4738495,0x0,8,00 00 00 00 00 00 00 00
1788182062.479495,0x0,8,00 00 00 00 00 00 00 00
1788182062.4849553,0x0,8,00 00 00 00 00 00 00 00
1788182062.4904265,0x0,8,00 00 00 00 00 00 00 00
1788182062.4959311,0x0,8,00 00 00 00 00 00 00 00
1788182062.5017834,0x0,8,00 00 00 00 00 00 00 00
1788182062.5035474,0x120,4,0d ac 42 00
1788182062.5072594,0x0,8,00 00 00 00 00 00 00 00
1788182062.5126548,0x0,8,00 00 00 00 00 00 00 00
1788182062.5181994,0x0,8,00 00 00 00 00 00 00 00
1788182062.5239716,0x0,8,00 00 00 00 00 00 00 00
1788182062.5292993,0x0,8,00 00 00 00 00 00 00 00
1788182062.534791,0x0,8,00 00 00 00 00 00 00 00
1788182062.5404027,0x0,8,00 00 00 00 00 00 00 00
1788182062.546214,0x0,8,00 00 00 00 00 00 00 00
1788182062.5515778,0x0,8,00 00 00 00 00 00 00 00
1788182062.5585816,0x0,8,00 00 00 00 00 00 00 00
1788182062.5643811,0x0,8,00 00 00 00 00 00 00 00
1788182062.5697367,0x0,8,00 00 00 00 00 00 00 00
1788182062.5750923,0x0,8,00 00 00 00 00 00 00 00
1788182062.58088,0x0,8,00 00 00 00 00 00 00 00
1788182062.5865352,0x0,8,00 00 00 00 00 00 00 00
1788182062.5927246,0x0,8,00 00 00 00 00 00 00 00
1788182062.6003237,0x0,8,00 00 00 00 00 00 00 00
1788182062.6039965,0x120,4,0d de 43 00
1788182062.6057434,0x0,8,00 00 00 00 00 00 00 00
1788182062.6120076,0x0,8,00 00 00 00 00 00 00 00
1788182062.6197183,0x0,8,00 00 00 00 00 00 00 00
1788182062.6282625,0x0,8,00 00 00 00 00 00 00 00
1788182062.6345928,0x0,8,00 00 00 00 00 00 00 00
1788182062.6403446,0x0,8,00 00 00 00 00 00 00 00
1788182062.6461606,0x0,8,00 00 00 00 00 00 00 00
1788182062.6522226,0x0,8,00 00 00 00 00 00 00 00
1788182062.6580105,0x0,8,00 00 00 00 00 00 00 00
1788182062.6647902,0x0,8,00 00 00 00 00 00 00 00
1788182062.6704164,0x0,8,00 00 00 00 00 00 00 00
1788182062.6760788,0x0,8,00 00 00 00 00 00 00 00
1788182062.6814442,0x0,8,00 00 00 00 00 00 00 00
1788182062.6869786,0x0,8,00 00 00 00 00 00 00 00
1788182062.6924849,0x0,8,00 00 00 00 00 00 00 00
1788182062.6979651,0x0,8,00 00 00 00 00 00 00 00
1788182062.7055864,0x120,4,0e 10 44 00
1788182062.7063675,0x0,8,00 00 00 00 00 00 00 00
1788182062.711855,0x0,8,00 00 00 00 00 00 00 00
1788182062.7175932,0x0,8,00 00 00 00 00 00 00 00
1788182062.7230198,0x0,8,00 00 00 00 00 00 00 00
1788182062.72843,0x0,8,00 00 00 00 00 00 00 00
1788182062.7345738,0x0,8,00 00 00 00 00 00 00 00
1788182062.7427602,0x0,8,00 00 00 00 00 00 00 00
1788182062.7482555,0x0,8,00 00 00 00 00 00 00 00
1788182062.7536767,0x0,8,00 00 00 00 00 00 00 00
1788182062.7593331,0x0,8,00 00 00 00 00 00 00 00
1788182062.7650123,0x0,8,00 00 00 00 00 00 00 00
1788182062.7706954,0x0,8,00 00 00 00 00 00 00 00
1788182062.7797952,0x0,8,00 00 00 00 00 00 00 00
1788182062.7882807,0x0,8,00 00 00 00 00 00 00 00
1788182062.7959259,0x0,8,00 00 00 00 00 00 00 00
1788182062.8030648,0x0,8,00 00 00 00 00 00 00 00
1788182062.8061123,0x120,4,0e 42 45 00
1788182062.8092823,0x0,8,00 00 00 00 00 00 00 00
1788182062.8151858,0x0,8,00 00 00 00 00 00 00 00
1788182062.8209503,0x0,8,00 00 00 00 00 00 00 00
1788182062.826847,0x0,8,00 00 00 00 00 00 00 00
1788182062.8323169,0x0,8,00 00 00 00 00 00 00 00
1788182062.8381715,0x0,8,00 00 00 00 00 00 00 00
1788182062.8436136,0x0,8,00 00 00 00 00 00 00 00
1788182062.8492455,0x0,8,00 00 00 00 00 00 00 00
1788182062.8545775,0x0,8,00 00 00 00 00 00 00 00
1788182062.861133,0x0,8,00 00 00 00 00 00 00 00
1788182062.8666615,0x0,8,00 00 00 00 00 00 00 00
1788182062.8721879,0x0,8,00 00 00 00 00 00 00 00
1788182062.8778942,0x0,8,00 00 00 00 00 00 00 00
1788182062.8834925,0x0,8,00 00 00 00 00 00 00 00
1788182062.8888252,0x0,8,00 00 00 00 00 00 00 00
1788182062.8943024,0x0,8,00 00 00 00 00 00 00 00
1788182062.9012904,0x0,8,00 00 00 00 00 00 00 00
1788182062.90667,0x120,4,0e 74 46 00
1788182062.9067934,0x0,8,00 00 00 00 00 00 00 00
1788182062.9120548,0x0,8,00 00 00 00 00 00 00 00
1788182062.9177022,0x0,8,00 00 00 00 00 00 00 00
1788182062.9230545,0x0,8,00 00 00 00 00 00 00 00
1788182062.9284205,0x0,8,00 00 00 00 00 00 00 00
1788182062.9337988,0x0,8,00 00 00 00 00 00 00 00
1788182062.9396815,0x0,8,00 00 00 00 00 00 00 00
1788182062.945525,0x0,8,00 00 00 00 00 00 00 00
1788182062.950935,0x0,8,00 00 00 00 00 00 00 00
1788182062.9563973,0x0,8,00 00 00 00 00 00 00 00
1788182062.9618516,0x0,8,00 00 00 00 00 00 00 00
1788182062.9672809,0x0,8,00 00 00 00 00 00 00 00
1788182062.9727724,0x0,8,00 00 00 00 00 00 00 00
1788182062.978161,0x0,8,00 00 00 00 00 00 00 00
1788182062.9836204,0x0,8,00 00 00 00 00 00 00 00
1788182062.9892313,0x0,8,00 00 00 00 00 00 00 00
1788182062.9948788,0x0,8,00 00 00 00 00 00 00 00
1788182063.0002348,0x0,8,00 00 00 00 00 00 00 00
1788182063.00589,0x0,8,00 00 00 00 00 00 00 00
1788182063.0073895,0x120,4,0e a6 47 00
1788182063.0114546,0x0,8,00 00 00 00 00 00 00 00
1788182063.0167193,0x0,8,00 00 00 00 00 00 00 00
1788182063.0221438,0x0,8,00 00 00 00 00 00 00 00
1788182063.027892,0x0,8,00 00 00 00 00 00 00 00
1788182063.033298,0x0,8,00 00 00 00 00 00 00 00
1788182063.0416963,0x0,8,00 00 00 00 00 00 00 00
1788182063.0471623,0x0,8,00 00 00 00 00 00 00 00
1788182063.0528338,0x0,8,00 00 00 00 00 00 00 00
1788182063.0586042,0x0,8,00 00 00 00 00 00 00 00
1788182063.0642953,0x0,8,00 00 00 00 00 00 00 00
1788182063.0718672,0x0,8,00 00 00 00 00 00 00 00
1788182063.0774043,0x0,8,00 00 00 00 00 00 00 00
1788182063.0838678,0x0,8,00 00 00 00 00 00 00 00
1788182063.0892885,0x0,8,00 00 00 00 00 00 00 00
1788182063.095372,0x0,8,00 00 00 00 00 00 00 00
1788182063.10292,0x0,8,00 00 00 00 00 00 00 00
1788182063.108125,0x120,4,0e d8 48 00
1788182063.1082346,0x0,8,00 00 00 00 00 00 00 00
1788182063.1139193,0x0,8,00 00 00 00 00 00 00 00
1788182063.1192968,0x0,8,00 00 00 00 00 00 00 00
1788182063.1265168,0x0,8,00 00 00 00 00 00 00 00
1788182063.132224,0x0,8,00 00 00 00 00 00 00 00
1788182063.1395223,0x0,8,00 00 00 00 00 00 00 00
1788182063.1449912,0x0,8,00 00 00 00 00 00 00 00
1788182063.1504433,0x0,8,00 00 00 00 00 00 00 00
1788182063.1561408,0x0,8,00 00 00 00 00 00 00 00
1788182063.1622517,0x0,8,00 00 00 00 00 00 00 00
1788182063.167778,0x0,8,00 00 00 00 00 00 00 00
1788182063.1733325,0x0,8,00 00 00 00 00 00 00 00
1788182063.178617,0x0,8,00 00 00 00 00 00 00 00
1788182063.186648,0x0,8,00 00 00 00 00 00 00 00
1788182063.192461,0x0,8,00 00 00 00 00 00 00 00
1788182063.199074,0x0,8,00 00 00 00 00 00 00 00
1788182063.2043927,0x0,8,00 00 00 00 00 00 00 00
1788182063.2082622,0x120,4,0f 0a 49 00
1788182063.209979,0x0,8,00 00 00 00 00 00 00 00
1788182063.2155452,0x0,8,00 00 00 00 00 00 00 00
1788182063.220983,0x0,8,00 00 00 00 00 00 00 00
1788182063.2263224,0x0,8,00 00 00 00 00 00 00 00
1788182063.231814,0x0,8,00 00 00 00 00 00 00 00
1788182063.2371259,0x0,8,00 00 00 00 00 00 00 00
1788182063.2430782,0x0,8,00 00 00 00 00 00 00 00
1788182063.248823,0x0,8,00 00 00 00 00 00 00 00
1788182063.2543035,0x0,8,00 00 00 00 00 00 00 00
1788182063.2598603,0x0,8,00 00 00 00 00 00 00 00
1788182063.265514,0x0,8,00 00 00 00 00 00 00 00
1788182063.2709827,0x0,8,00 00 00 00 00 00 00 00
1788182063.2764266,0x0,8,00 00 00 00 00 00 00 00
1788182063.2819042,0x0,8,00 00 00 00 00 00 00 00
1788182063.287495,0x0,8,00 00 00 00 00 00 00 00
1788182063.2928317,0x0,8,00 00 00 00 00 00 00 00
1788182063.298283,0x0,8,00 00 00 00 00 00 00 00
1788182063.3036258,0x0,8,00 00 00 00 00 00 00 00
1788182063.3083973,0x120,4,0f 3c 4a 00
1788182063.3090475,0x0,8,00 00 00 00 00 00 00 00
1788182063.3146033,0x0,8,00 00 00 00 00 00 00 00
1788182063.3230433,0x0,8,00 00 00 00 00 00 00 00
1788182063.332067,0x0,8,00 00 00 00 00 00 00 00
1788182063.3394005,0x0,8,00 00 00 00 00 00 00 00
1788182063.3449717,0x0,8,00 00 00 00 00 00 00 00
1788182063.3518975,0x0,8,00 00 00 00 00 00 00 00
1788182063.3605037,0x0,8,00 00 00 00 00 00 00 00
1788182063.3675578,0x0,8,00 00 00 00 00 00 00 00
1788182063.373833,0x0,8,00 00 00 00 00 00 00 00
1788182063.3793318,0x0,8,00 00 00 00 00 00 00 00
1788182063.3858595,0x0,8,00 00 00 00 00 00 00 00
1788182063.3911846,0x0,8,00 00 00 00 00 00 00 00
1788182063.400638,0x0,8,00 00 00 00 00 00 00 00
1788182063.4068131,0x0,8,00 00 00 00 00 00 00 00
1788182063.4088721,0x120,4,0f 6e 4b 00
1788182063.412429,0x0,8,00 00 00 00 00 00 00 00
1788182063.417812,0x0,8,00 00 00 00 00 00 00 00
1788182063.4231875,0x0,8,00 00 00 00 00 00 00 00
1788182063.4287574,0x0,8,00 00 00 00 00 00 00 00
1788182063.4351902,0x0,8,00 00 00 00 00 00 00 00
1788182063.440533,0x0,8,00 00 00 00 00 00 00 00
1788182063.4462893,0x0,8,00 00 00 00 00 00 00 00
1788182063.452238,0x0,8,00 00 00 00 00 00 00 00
1788182063.4575775,0x0,8,00 00 00 00 00 00 00 00
1788182063.4631822,0x0,8,00 00 00 00 00 00 00 00
1788182063.470013,0x0,8,00 00 00 00 00 00 00 00
1788182063.4760177,0x0,8,00 00 00 00 00 00 00 00
1788182063.481745,0x0,8,00 00 00 00 00 00 00 00
1788182063.4872239,0x0,8,00 00 00 00 00 00 00 00
1788182063.4926355,0x0,8,00 00 00 00 00 00 00 00
1788182063.4991767,0x0,8,00 00 00 00 00 00 00 00
1788182063.5054972,0x0,8,00 00 00 00 00 00 00 00
1788182063.5098574,0x120,4,0f a0 4c 00
1788182063.5117245,0x0,8,00 00 00 00 00 00 00 00
1788182063.5198326,0x0,8,00 00 00 00 00 00 00 00
1788182063.525164,0x0,8,00 00 00 00 00 00 00 00
1788182063.530625,0x0,8,00 00 00 00 00 00 00 00
1788182063.5364356,0x0,8,00 00 00 00 00 00 00 00
1788182063.541775,0x0,8,00 00 00 00 00 00 00 00
1788182063.5477395,0x0,8,00 00 00 00 00 00 00 00
1788182063.553165,0x0,8,00 00 00 00 00 00 00 00
1788182063.5591638,0x0,8,00 00 00 00 00 00 00 00
1788182063.5647106,0x0,8,00 00 00 00 00 00 00 00
1788182063.5700037,0x0,8,00 00 00 00 00 00 00 00
1788182063.575838,0x0,8,00 00 00 00 00 00 00 00
1788182063.5815885,0x0,8,00 00 00 00 00 00 00 00
1788182063.5871913,0x0,8,00 00 00 00 00 00 00 00
1788182063.5924804,0x0,8,00 00 00 00 00 00 00 00
1788182063.5979295,0x0,8,00 00 00 00 00 00 00 00
1788182063.6036263,0x0,8,00 00 00 00 00 00 00 00
1788182063.6115193,0x120,4,0f d2 4d 00
1788182063.6116633,0x0,8,00 00 00 00 00 00 00 00
1788182063.619121,0x0,8,00 00 00 00 00 00 00 00
1788182063.6245227,0x0,8,00 00 00 00 00 00 00 00
1788182063.6300442,0x0,8,00 00 00 00 00 00 00 00
1788182063.635912,0x0,8,00 00 00 00 00 00 00 00
1788182063.641426,0x0,8,00 00 00 00 00 00 00 00
1788182063.6471937,0x0,8,00 00 00 00 00 00 00 00
1788182063.6527598,0x0,8,00 00 00 00 00 00 00 00
1788182063.6581411,0x0,8,00 00 00 00 00 00 00 00
1788182063.6636503,0x0,8,00 00 00 00 00 00 00 00
1788182063.6693633,0x0,8,00 00 00 00 00 00 00 00
1788182063.6747882,0x0,8,00 00 00 00 00 00 00 00
1788182063.6806424,0x0,8,00 00 00 00 00 00 00 00
1788182063.6864161,0x0,8,00 00 00 00 00 00 00 00
1788182063.6921153,0x0,8,00 00 00 00 00 00 00 00
1788182063.6976883,0x0,8,00 00 00 00 00 00 00 00
1788182063.7036831,0x0,8,00 00 00 00 00 00 00 00
1788182063.7105563,0x0,8,00 00 00 00 00 00 00 00
1788182063.7125676,0x120,4,10 04 4e 00
1788182063.7159936,0x0,8,00 00 00 00 00 00 00 00
1788182063.7214563,0x0,8,00 00 00 00 00 00 00 00
1788182063.7274323,0x0,8,00 00 00 00 00 00 00 00
1788182063.7344325,0x0,8,00 00 00 00 00 00 00 00
1788182063.7400174,0x0,8,00 00 00 00 00 00 00 00
1788182063.7461543,0x0,8,00 00 00 00 00 00 00 00
1788182063.7517,0x0,8,00 00 00 00 00 00 00 00
1788182063.7581985,0x0,8,00 00 00 00 00 00 00 00
1788182063.764716,0x0,8,00 00 00 00 00 00 00 00
1788182063.7702239,0x0,8,00 00 00 00 00 00 00 00
1788182063.7756023,0x0,8,00 00 00 00 00 00 00 00
1788182063.7813287,0x0,8,00 00 00 00 00 00 00 00
1788182063.7868311,0x0,8,00 00 00 00 00 00 00 00
1788182063.7922857,0x0,8,00 00 00 00 00 00 00 00
1788182063.7979474,0x0,8,00 00 00 00 00 00 00 00
1788182063.8037946,0x0,8,00 00 00 00 00 00 00 00
1788182063.809477,0x0,8,00 00 00 00 00 00 00 00
1788182063.813186,0x120,4,10 36 4f 00
1788182063.8151486,0x0,8,00 00 00 00 00 00 00 00
1788182063.8208818,0x0,8,00 00 00 00 00 00 00 00
1788182063.8261487,0x0,8,00 00 00 00 00 00 00 00
1788182063.8316488,0x0,8,00 00 00 00 00 00 00 00
1788182063.837527,0x0,8,00 00 00 00 00 00 00 00
1788182063.8433452,0x0,8,00 00 00 00 00 00 00 00
1788182063.8492877,0x0,8,00 00 00 00 00 00 00 00
1788182063.8548603,0x0,8,00 00 00 00 00 00 00 00
1788182063.8604946,0x0,8,00 00 00 00 00 00 00 00
1788182063.8659158,0x0,8,00 00 00 00 00 00 00 00
1788182063.8720624,0x0,8,00 00 00 00 00 00 00 00
1788182063.8782563,0x0,8,00 00 00 00 00 00 00 00
1788182063.884574,0x0,8,00 00 00 00 00 00 00 00
1788182063.892455,0x0,8,00 00 00 00 00 00 00 00
1788182063.8980675,0x0,8,00 00 00 00 00 00 00 00
1788182063.903502,0x0,8,00 00 00 00 00 00 00 00
1788182063.9090006,0x0,8,00 00 00 00 00 00 00 00
1788182063.9136152,0x120,4,10 68 50 00
1788182063.9144099,0x0,8,00 00 00 00 00 00 00 00
1788182063.9201953,0x0,8,00 00 00 00 00 00 00 00
1788182063.9256175,0x0,8,00 00 00 00 00 00 00 00
1788182063.93146,0x0,8,00 00 00 00 00 00 00 00
1788182063.9368417,0x0,8,00 00 00 00 00 00 00 00
1788182063.942145,0x0,8,00 00 00 00 00 00 00 00
1788182063.9481535,0x0,8,00 00 00 00 00 00 00 00
